rank,lemma,pos,freq_sum,all_rki_abs,r,dp,all_rki_ipm,native_ipm,bilingual_ipm,rnc_ipm,detcorpus_ipm
2905,важно,ADVERB,142,4,38,0.74,18.96,96.92,61.26,65.6,59
6313,учитывать,VERB,77,0,15,0.69,0,56.17,46.85,65.6,37
7419,курить,VERB,23,0,23,0.92,0,2.2,3.6,65.5,56
307,забывать,VERB,821,106,69,0.66,502.37,449.34,405.41,65.4,424
717,мост,NOUN,197,41,69,0.58,194.31,88.11,111.71,65.4,77
3199,обязательный,ADJECTIVE,18,4,31,0.81,18.96,9.91,5.41,65.4,8
3995,голый,ADJECTIVE,46,2,31,0.68,9.48,33.04,25.23,65.4,62
4733,сверху,ADVERB,111,1,23,0.71,4.74,87,55.86,65.4,96
7461,заключаться,VERB,21,0,15,0.81,0,18.72,7.21,65.4,16
1455,новость,NOUN,89,14,38,0.68,66.35,27.53,41.44,65.3,71
404,выбирать,VERB,1199,77,62,0.64,364.93,618.94,911.71,65.2,136
1284,вход,NOUN,95,17,38,0.64,80.57,30.84,75.68,65.2,90
5395,какой-либо,APRO,82,1,23,0.77,4.74,69.38,32.43,65.2,10
2348,закричать,VERB,160,6,31,0.69,28.44,57.27,153.15,65.1,241
4324,смена,NOUN,17,2,31,0.76,9.48,12.11,5.41,65.1,39
8137,доклад,NOUN,26,0,23,0.92,0,22.03,3.6,65.1,25
1160,вон,ADJECTIVE,66,20,69,0.61,94.79,28.63,32.43,65,196
1886,редко,ADVERB,96,9,46,0.63,42.65,34.14,75.68,65,65
2784,вон,ADVERB,19,5,46,0.87,23.7,14.32,0,65,196
310,приносить,VERB,599,105,69,0.63,497.63,262.11,398.2,64.9,271
289,автобус,NOUN,366,112,85,0.55,530.81,53.96,302.7,64.8,82
503,платье,NOUN,298,61,77,0.59,289.1,113.44,214.41,64.8,109
3411,честно,ADVERB,27,3,38,0.73,14.22,6.61,10.81,64.7,84
7230,осуществляться,VERB,6,0,15,0.69,0,0,5.41,64.7,4
3231,помимо,PREPOSITION,8,4,23,0.98,18.96,2.2,0,64.6,12
268,тетя,NOUN,345,123,77,0.57,582.94,60.57,291.89,64.5,303
626,ой,INTERJECTION,213,49,85,0.55,232.23,87,138.74,64.5,190
8417,кадр,NOUN,27,0,8,1,0,29.74,0,64.5,15
3315,дышать,VERB,147,3,38,0.7,14.22,107.93,75.68,64.4,110
3435,восточный,ADJECTIVE,17,3,38,0.66,14.22,4.41,14.41,64.4,20
3916,общение,NOUN,254,2,31,0.69,9.48,150.88,200,64.4,12
686,лев,NOUN,186,44,62,0.57,208.53,88.11,111.71,64.3,65
1452,лев,NAME,102,14,38,0.63,66.35,38.55,79.28,64.3,65
7523,таков,APRO,17,0,23,0.77,0,13.22,7.21,64.3,20
2096,ремонт,NOUN,30,8,38,0.74,37.91,11.01,10.81,64.2,32
2801,проверка,NOUN,195,5,31,0.87,23.7,185.02,39.64,64.2,17
3387,порог,NOUN,38,3,23,0.7,14.22,26.43,19.82,64.2,106
6976,характерный,ADJECTIVE,10,0,23,0.69,0,3.3,10.81,64.2,8
7438,сельский,ADJECTIVE,22,0,23,0.82,0,16.52,7.21,64.2,15
2937,обучение,NOUN,66,4,46,0.64,18.96,17.62,66.67,64.1,8
4459,ожидание,NOUN,14,2,23,0.96,9.48,8.81,0,64,48
4788,широко,ADVERB,43,1,31,0.67,4.74,23.13,32.43,64,85
6987,неожиданный,ADJECTIVE,9,0,23,0.69,0,3.3,7.21,64,69
656,памятник,NOUN,164,47,62,0.7,222.75,66.08,55.86,63.8,39
1959,проводиться,VERB,33,9,38,0.73,42.65,7.71,12.61,63.7,5
5629,наблюдение,NOUN,75,1,23,0.94,4.74,77.09,7.21,63.7,31
2357,видный,ADJECTIVE,108,6,31,0.68,28.44,69.38,61.26,63.5,87
7354,доказательство,NOUN,32,0,15,0.78,0,27.53,12.61,63.5,28
2678,постель,NOUN,85,5,31,0.7,23.7,53.96,45.05,63.4,81
3413,внутри,ADVERB,25,3,31,0.64,14.22,14.32,16.22,63.4,94
4237,честный,ADJECTIVE,88,2,38,0.83,9.48,72.69,23.42,63.4,92
6322,внутри,PREPOSITION,58,0,23,0.79,0,48.46,21.62,63.4,94
7142,штаб,NOUN,7,0,23,0.69,0,3.3,5.41,63.4,59
375,компьютер,NOUN,309,85,69,0.57,402.84,52.86,214.41,63.2,61
8177,резкий,ADJECTIVE,21,0,15,0.9,0,20.93,3.6,63.2,46
8745,владелец,NOUN,5,0,15,1,0,4.41,0,63.2,26
8766,окончательно,ADVERB,4,0,15,1,0,3.3,0,63.2,61
492,младший,ADJECTIVE,235,62,69,0.63,293.84,40.75,198.2,63.1,167
583,инженер,NOUN,117,54,62,0.69,255.92,26.43,27.03,63.1,77
1045,итак,CONJUNCTION,112,24,38,0.78,113.74,71.59,36.04,63,37
4093,заранее,ADVERB,24,2,31,0.68,9.48,5.51,27.03,63,49
4936,старуха,NOUN,105,1,31,0.85,4.74,53.96,27.03,63,84
526,лодка,NOUN,278,59,69,0.66,279.62,145.37,135.14,62.9,183
1337,ракета,NOUN,74,16,54,0.62,75.83,34.14,39.64,62.9,70
4216,трудовой,ADJECTIVE,6,2,23,0.68,9.48,2.2,3.6,62.9,16
1287,строгий,ADJECTIVE,81,17,46,0.62,80.57,28.63,57.66,62.8,68
4153,серия,NOUN,15,2,38,0.67,9.48,3.3,16.22,62.8,11
2920,шутка,NOUN,88,4,38,0.67,18.96,50.66,61.26,62.7,85
1739,вершина,NOUN,100,11,38,0.77,52.13,73.79,36.04,62.6,55
3375,строго,ADVERB,43,3,38,0.71,14.22,20.93,21.62,62.6,95
1096,лед,NOUN,278,22,54,0.65,104.27,185.02,151.35,62.5,83
2628,южный,ADJECTIVE,58,5,38,0.64,23.7,26.43,37.84,62.5,30
5713,торговля,NOUN,8,1,23,0.99,4.74,2.2,0,62.5,10
6283,кулак,NOUN,20,0,15,0.69,0,12.11,16.22,62.5,148
8031,способствовать,VERB,7,0,15,0.69,0,1.1,10.81,62.5,5
8751,практический,ADJECTIVE,5,0,15,1,0,2.2,0,62.4,7
3693,нефть,NOUN,22,3,31,0.85,14.22,15.42,5.41,62.3,13
8770,многочисленный,ADJECTIVE,4,0,15,1,0,1.1,0,62.3,21
2023,цифра,NOUN,278,8,38,0.68,37.91,154.19,230.63,62.2,45
3719,молодежь,NOUN,50,3,31,0.97,14.22,35.24,1.8,62.2,31
4313,недостаток,NOUN,18,2,31,0.8,9.48,13.22,5.41,62.1,19
7240,корпус,NOUN,5,0,23,0.69,0,1.1,5.41,62.1,56
727,спортивный,ADJECTIVE,142,40,62,0.55,189.57,30.84,93.69,62,42
1131,сапог,NOUN,196,21,69,0.63,99.53,125.55,104.5,62,100
2613,умирать,VERB,98,5,38,0.66,23.7,14.32,68.47,62,173
2962,талант,NOUN,38,4,38,0.77,18.96,4.41,12.61,62,32
3302,наверно,ADVERB,33,3,38,0.64,14.22,15.42,23.42,62,170
3017,истинный,ADJECTIVE,13,4,31,0.68,18.96,4.41,7.21,61.8,20
2207,похоже,ADVERB,47,7,46,0.64,33.18,20.93,34.23,61.7,95
3338,стрелять,VERB,70,3,31,0.65,14.22,33.04,66.67,61.7,93
536,кофе,NOUN,188,58,85,0.71,274.88,53.96,57.66,61.6,42
1817,серьезно,ADVERB,48,10,38,0.69,47.39,6.61,19.82,61.6,90
4974,полоса,NOUN,50,1,23,0.73,4.74,39.65,23.42,61.6,58
1034,злой,ADJECTIVE,181,24,46,0.63,113.74,85.9,131.53,61.5,97
2912,обо,PREPOSITION,106,4,31,0.68,18.96,52.86,68.47,61.5,90
5640,определяться,VERB,45,1,31,0.85,4.74,40.75,10.81,61.5,8
325,подарить,VERB,405,99,69,0.58,469.19,129.96,272.07,61.4,81
4587,индивидуальный,ADJECTIVE,3,2,15,0.96,9.48,0,0,61.4,4
1538,мокрый,ADJECTIVE,106,13,54,0.68,61.61,70.48,46.85,61.3,116
4116,сбор,NOUN,21,2,23,0.69,9.48,11.01,16.22,61.3,38
5726,штат,NOUN,3,1,15,0.93,4.74,0,0,61.3,12
2183,дикий,ADJECTIVE,104,7,38,0.67,33.18,59.47,63.06,61.2,86
1203,мешок,NOUN,77,19,38,0.59,90.05,34.14,48.65,61.1,126
3083,жилье,NOUN,37,4,38,0.77,18.96,28.63,9.01,61.1,14
576,рад,ADJECTIVE,319,54,62,0.6,255.92,94.71,237.84,61,95
1751,описание,NOUN,430,11,31,0.85,52.13,395.37,106.31,61,12
6251,заставлять,VERB,62,0,23,0.69,0,39.65,37.84,61,164
627,куст,NOUN,388,49,77,0.61,232.23,242.29,210.81,60.9,181
7116,отказ,NOUN,8,0,15,0.69,0,1.1,12.61,60.9,15
774,замок,NOUN,196,37,54,0.64,175.36,74.89,154.95,60.8,143
4547,пропасть,NOUN,6,2,15,0.99,9.48,4.41,0,60.8,21
1604,театральный,ADJECTIVE,53,12,46,0.61,56.87,4.41,30.63,60.6,17
8121,редактор,NOUN,31,0,23,0.87,0,26.43,7.21,60.6,17
980,дворец,NOUN,200,26,62,0.62,123.22,37.44,207.21,60.5,67
2107,забота,NOUN,61,8,46,0.87,37.91,41.85,12.61,60.5,47
697,диван,NOUN,268,42,62,0.58,199.05,77.09,245.05,60.1,95
1605,дешевый,ADJECTIVE,41,12,46,0.55,56.87,9.91,19.82,60.1,12
2667,воздушный,ADJECTIVE,114,5,38,0.66,23.7,46.26,111.71,60.1,44
1391,столик,NOUN,81,15,54,0.62,71.09,44.05,32.43,60,75
2014,эксперимент,NOUN,49,8,38,0.63,37.91,1.1,32.43,59.9,20
6768,страдать,VERB,14,0,15,0.69,0,5.51,16.22,59.8,34
621,заходить,VERB,134,50,54,0.63,236.97,38.55,77.48,59.6,96
1440,побежать,VERB,292,14,38,0.67,66.35,156.39,216.22,59.6,225
179,гулять,VERB,719,179,92,0.55,848.34,221.37,454.05,59.5,99
881,твердый,ADJECTIVE,635,31,46,0.67,146.92,415.2,405.41,59.5,64
2906,кольцо,NOUN,140,4,46,0.67,18.96,68.28,122.52,59.5,78
3249,вне,PREPOSITION,12,4,15,0.98,18.96,8.81,0,59.4,18
6289,пистолет,NOUN,16,0,23,0.69,0,5.51,10.81,59.4,79
7255,религиозный,ADJECTIVE,5,0,15,0.69,0,0,3.6,59.4,4
